Symbol,Company Name,Industry,Market Cap
ASPA,Abri SPAC I,Blank Check / SPAC,74545380
ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,286924990
ASPN,Aspen Aerogels,Energy Equipment & Services,378489690
ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,200230790
ASPU,Aspen Group,Diversified Consumer Services,32006919
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,5613599625
ASRT,Assertio Holdings,Pharmaceuticals,154019565
ASRV,AmeriServ Financial,Banks,66383308
ASTC,Astrotech,Aerospace & Defense,22753261
ASTE,Astec Industries,Machinery,1051426419
ASTL,Algoma Steel Group,Steel,1408914560
ASTR,Astra Space,Aerospace & Defense,355030334
ASTS,AST SpaceMobile,Telecom Services,1155618302
ASUR,Asure Software,Software,112602237
ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,12226617338
ASXC,Asensus Surgical,Medical Devices,112318967
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,105276338
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1930030077
ATA,Americas Technology Acquisition,Blank Check / SPAC,150075000
ATAI,ATAI Life Sciences,Biotechnology,607570687
ATAK,Aurora Technology Acquisition,Blank Check / SPAC,251237480
ATAQ,Altimar Acquisition III,Blank Check / SPAC,190665895
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,427147259
ATC,Atotech,Electronic Components,4211858425
ATCO,Atlas,Marine,2788267253
ATCX,Atlas Technical Consultants,Engineering & Construction,223337130
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,732664764
ATEK,Athena Technology Acquisition II,Blank Check / SPAC,346818519
ATEN,A10 Networks,Software,1071400114
ATER,Aterian,Household Durables,163505823
ATEX,Anterix,Wireless Telecommunication Services,778103964
ATGE,Adtalem Global Education,Diversified Consumer Services,1769173725
ATHA,Athira Pharma,Biotechnology,122317000
ATHE,Alterity Therapeutics,Biotechnology,27661255
ATHM,Autohome,Interactive Media & Services,4764032505
ATHX,Athersys,Biotechnology,49593199
ATI,Allegheny Technologies,Metals & Mining,2934503930
ATIF,ATIF Holdings,Professional Services,17107601
ATIP,ATI Physical Therapy,Medical Care Facilities,246121759
ATKR,Atkore,Electrical Equipment,3872517354
ATLC,Atlanticus Holdings,Consumer Finance,625318820
ATLO,Ames National,Banks,198547113
ATNF,180 Life Sciences,Biotechnology,43290367
ATNI,ATN International,Diversified Telecommunication Services,701268893
ATNM,Actinium Pharmaceuticals,Biotechnology,116306195
ATNX,Athenex,Biotechnology,69032655
ATO,Atmos Energy,Gas Utilities,15954752468
ATOM,Atomera,Semiconductors & Semiconductor Equipment,254050141
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,122787287
ATR,AptarGroup,Containers & Packaging,6814356448
ATRA,Atara Biotherapeutics,Biotechnology,296096062
ATRC,AtriCure,Health Care Equipment & Supplies,2076012270
ATRI,Atrion,Health Care Equipment & Supplies,1127125339
ATRO,Astronics,Aerospace & Defense,334242681
ATSG,Air Transport Services Group,Air Freight & Logistics,2195461351
ATTO,Atento,Commercial Services & Supplies,118172546
ATUS,Altice USA,Media,5183067125
ATVC,Tribe Capital Growth I,Blank Check / SPAC,338100000
ATVI,Activision Blizzard,Entertainment,62276825074
ATXI,Avenue Therapeutics,Pharmaceuticals,5996316
ATXS,Astria Therapeutics,Biotechnology,45038820
ATY,AcuityAds Holdings,Interactive Media & Services,145920909
AU,AngloGold Ashanti,Metals & Mining,5835843069
AUB,Atlantic Union Bankshares,Banks,2563302627
AUBN,Auburn National Bancorporation,Banks,93168408
AUD,Audacy,Media,96573943
AUDC,AudioCodes,Communications Equipment,754930154
AUGX,Augmedix,Health Information Services,58357567
AUID,Ipsidy,Software-Infrastructure,73277327
AUMN,Golden Minerals Company,Metals & Mining,49834112
AUPH,Aurinia Pharmaceuticals,Biotechnology,1488290937
AUR,Aurora Innovation,Information Technology Services,2706416895
AURA,Aura Biosciences,Biotechnology,406421400
AURC,Aurora Acquisition,Blank Check / SPAC,341248928
AUS,Austerlitz Acquisition I,Blank Check / SPAC,965999739
AUST,Austin Gold,Gold,22163906
AUTL,Autolus Therapeutics,Biotechnology,262759086
AUTO,AutoWeb,Interactive Media & Services,5347886
AUUD,Auddia,Software-Application,13390836
AUVI,Applied UV,Building Products,24630080
AUY,Yamana Gold,Metals & Mining,4379347455
AVA,Avista,Multi-Utilities,2983799522
AVAC,Avalon Acquisition,Blank Check / SPAC,260041688
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,363922047
AVAL,Grupo Aval Acciones y Valores,Banks,4107608317
AVAN,Avanti Acquisition,Blank Check / SPAC,746249980
AVAV,AeroVironment,Aerospace & Defense,2069095886
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,27619647324
AVCO,Avalon GloboCare,Health Care Providers & Services,40074563
AVCT,American Virtual Cloud Technologies,IT Services,23041171
AVD,American Vanguard,Chemicals,672346162
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,276298747
AVDX,AvidXchange Holdings,Software-Infrastructure,1303390075
AVEO,AVEO Pharmaceuticals,Biotechnology,236517022
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,2.07798E+11
AVGR,Avinger,Health Care Equipment & Supplies,8548172
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,125000000
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1241671398
AVIR,Atea Pharmaceuticals,Pharmaceuticals,681879678
AVLR,Avalara,Software,7691237875
AVNS,Avanos Medical,Health Care Equipment & Supplies,1319418100
AVNT,Avient,Chemicals,3991659247
AVNW,Aviat Networks,Communications Equipment,308206412
AVO,Mission Produce,Food Distribution,1031574709
AVPT,AvePoint,Software-Infrastructure,882977149
AVRO,Avrobio,Biotechnology,41529151
AVT,Avnet,"Electronic Equipment, Instruments & C...",4449401343
AVTE,Aerovate Therapeutics,Biotechnology,464285808
AVTR,Avantor,Life Sciences Tools & Services,18816751585
AVTX,Avalo Therapeutics,Biotechnology,40726767
AVXL,Anavex Life Sciences,Biotechnology,856143551
AVY,Avery Dennison,Containers & Packaging,14282025878
AVYA,Avaya Holdings,Software,181973583
AWH,Aspira Women's Health,Health Care Equipment & Supplies,103232280
AWI,Armstrong World Industries,Building Products,3885956550
AWK,American Water Works Company,Water Utilities,27232051091
AWR,American States Water Company,Water Utilities,3095787198
AWRE,Aware,Software,49344443
AWX,Avalon Holdings,Commercial Services & Supplies,10177509
AX,Axos Financial,Thrifts & Mortgage Finance,2365057017
AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,197231250
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,100089479
AXGN,Axogen,Health Care Equipment & Supplies,388740346
AXH,Industrial Human Capital,Blank Check / SPAC,144900000
AXL,American Axle & Manufacturing Holdings,Auto Components,953668346
AXLA,Axcella Health,Biotechnology,97265231
AXNX,Axonics,Health Care Equipment & Supplies,2883043563
AXON,Axon Enterprise,Aerospace & Defense,7200555960
AXP,American Express Company,Consumer Finance,1.15813E+11
AXR,AMREP,Commercial Services & Supplies,72885587
AXS,AXIS Capital Holdings,Insurance,4629313006
AXSM,Axsome Therapeutics,Pharmaceuticals,1497784540
AXTA,Axalta Coating Systems,Chemicals,5755953138
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,286489179
AXU,Alexco Resource,Commercial Services & Supplies,74283503
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3800537826
AYI,Acuity Brands,Electrical Equipment,5748345756
AYLA,Ayala Pharmaceuticals,Biotechnology,12254211
AYRO,"AYRO, Inc.",Auto Manufacturers,34769220
AYTU,Aytu BioPharma,Pharmaceuticals,21119757
AYX,Alteryx,Software,3274589395
AZ,A2Z Smart Technologies,Aerospace & Defense,77036470
AZEK,The AZEK Company,Building Products,3037935095
AZN,AstraZeneca,Pharmaceuticals,2.05027E+11
AZO,AutoZone,Specialty Retail,41798368612
AZPN,AspenTech,Software,11342057445
AZRE,Azure Power Global,Independent Power and Renewable Elect...,725024950
AZTA,Azenta,Medical Instruments & Supplies,4797783551
AZUL,Azul S.A.,Airlines,736786939
AZYO,Aziyo Biologics,Medical Devices,88394442
AZZ,AZZ Inc.,Electrical Equipment,1005425656
B,Barnes Group,Machinery,1668000488
BA,The Boeing Company,Aerospace & Defense,92673859437
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,2.79613E+11
BAC,Bank of America,Banks,2.71028E+11
BACA,Berenson Acquisition I,Blank Check / SPAC,337169437
BAFN,BayFirst Financial,Banks-Regional,73360747
BAH,Booz Allen Hamilton Holding,IT Services,12582140839
BAK,Braskem,Chemicals,5012928506
BALL,Ball Corporation,Containers & Packaging,22340458492
BALY,Bally's,"Hotels, Restaurants & Leisure",1150073976
BAM,Brookfield Asset Management,Capital Markets,79424856049
BANC,Banc of California,Banks,1058104250
BAND,Bandwidth,Diversified Telecommunication Services,429459611
BANF,BancFirst,Banks,3354172384
BANR,Banner,Banks,2036091855
BANX,StoneCastle Financial,Capital Markets,129563867
BAOS,Baosheng Media Group Holdings,Advertising Agencies,11704320
BAP,Credicorp,Banks,10378926000
BARK,The Original BARK Company,Specialty Retail,238420223
BASE,Couchbase,Software-Infrastructure,714154165
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",183633500
BAX,Baxter International,Health Care Equipment & Supplies,33363832798
BB,BlackBerry,Software,3401126396
BBAI,BigBear.ai Holdings,Information Technology Services,348289630
BBAR,Banco BBVA Argentina,Banks,473829791
BBBY,Bed Bath & Beyond,Specialty Retail,402986304
BBCP,Concrete Pumping Holdings,Construction & Engineering,353041627
BBD,Banco Bradesco,Banks,34000613373
BBDC,Barings BDC,Capital Markets,1058516159
BBGI,Beasley Broadcast Group,Media,37330123
BBI,Brickell Biotech,Biotechnology,8412197
BBIG,Vinco Ventures,Leisure Products,233140992
BBIO,BridgeBio Pharma,Biotechnology,1629064831
BBLG,Bone Biologics,Medical Devices,12420720
BBLN,Babylon Holdings,Health Information Services,422620351
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",122293445
BBSI,Barrett Business Services,Professional Services,571557312
BBU,Brookfield Business Partners,Construction & Engineering,1530822259
BBUC,Brookfield Business,Asset Management,2293480311
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,27617052668
BBW,Build-A-Bear Workshop,Specialty Retail,257805672
BBWI,Bath & Body Works,Specialty Retail,7644356585
BBY,Best Buy Co.,Specialty Retail,17076740058
BC,Brunswick,Leisure Products,5803939765
BCAB,BioAtla,Biotechnology,139179711
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,67123585
BCAN,BYND Cannasoft Enterprises,Software-Infrastructure,142416480
BCBP,BCB Bancorp,Banks,334728590
BCC,Boise Cascade Company,Paper & Forest Products,2564869882
BCDA,BioCardia,Biotechnology,27041763
BCE,"BCE, Inc.",Diversified Telecommunication Services,44973789172
BCEL,Atreca,Biotechnology,76410975
BCH,Banco de Chile,Banks,9384478705
BCLI,Brainstorm Cell Therapeutics,Biotechnology,94134390
BCML,BayCom,Banks,258817626
BCO,The Brink's Company,Commercial Services & Supplies,2610252281
BCOR,Blucora,Capital Markets,913766650
BCOV,Brightcove,IT Services,253467803
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,64395527
BCPC,Balchem,Chemicals,4313727884
BCRX,BioCryst Pharmaceuticals,Biotechnology,2022865534
BCS,Barclays,Banks,32171771898
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,411773739
BCSF,Bain Capital Specialty Finance,Capital Markets,889022898
BCTX,BriaCell Therapeutics,Biotechnology,99780733
BCYC,Bicycle Therapeutics,Biotechnology,612537968
BDC,Belden,"Electronic Equipment, Instruments & C...",2756275949
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",52992284
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,1642647932
BDSX,Biodesix,Diagnostics & Research,79391448
BDTX,Black Diamond Therapeutics,Biotechnology,123751975
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,69165318038
BE,Bloom Energy,Electrical Equipment,2863947517
BEAM,Beam Therapeutics,Biotechnology,4494967259
BEAT,HeartBeam,Health Information Services,11947650
BECN,Beacon Roofing Supply,Trading Companies & Distributors,3935545051
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,106080880
BEEM,Beam Global,Electrical Equipment,132485364
BEKE,KE Holdings,Real Estate Management & Development,19264950270
BELFA,Bel Fuse,Electronic Components,246665489
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",248593800
BEN,Franklin Resources,Capital Markets,12613082091
BENE,Benessere Capital Acquisition,Blank Check / SPAC,142172352
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,23718524917
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,6597804513
BERY,Berry Global Group,Containers & Packaging,7371070943
BEST,BEST Inc.,Air Freight & Logistics,101265000
BF.A,Brown-Forman,Beverages,33866960837
BF.B,Brown-Forman,Beverages,33924399039
BFAC,Battery Future Acquisition,Blank Check / SPAC,430603095
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,5365297114
BFC,Bank First,Banks,561390039
BFH,Bread Financial Holdings,Credit Services,2186148568
BFI,BurgerFi International,Restaurants,65150603
BFIN,BankFinancial,Banks,122560050
BFLY,Butterfly Network,Medical Devices,811744511
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,33549996
BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1645137000
BFST,Business First Bancshares,Banks,497098138
BG,Bunge,Food Products,14293153740
BGCP,BGC Partners,Capital Markets,1372748927
BGFV,Big 5 Sporting Goods,Specialty Retail,282434007
BGI,Birks Group,Specialty Retail,95545656
BGNE,BeiGene,Biotechnology,18961422269
BGRY,Berkshire Grey,Specialty Industrial Machinery,386343391
BGS,B&G Foods,Food Products,1726866670
BGSF,BG Staffing,Professional Services,135564472
BGSX,Build Acquisition,Blank Check / SPAC,245000000
BGXX,Bright Green,Drug Manufacturers-Specialty & Generic,330823262
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",373147180
BH.A,Biglari Holdings,Restaurants,372193588
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,284912470
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,19618411
BHB,Bar Harbor Bankshares,Banks,429214411
BHC,Bausch Health Companies,Pharmaceuticals,3205039098
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",821058233
BHF,Brighthouse Financial,Insurance,3170259167
BHG,Bright Health Group,Healthcare Plans,1063425790
BHIL,Benson Hill,Agricultural Inputs,615582015
BHLB,Berkshire Hills Bancorp,Banks,1229407853
BHP,BHP Group,Metals & Mining,1.88699E+11
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,429301661
BHSE,Bull Horn Holdings,Blank Check / SPAC,51829223
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,10372306908
BIDU,Baidu,Interactive Media & Services,49426903036
BIG,Big Lots,Multiline Retail,598303095
BIGC,BigCommerce Holdings,IT Services,1182394493
BIIB,Biogen,Biotechnology,30121105202
BILI,Bilibili,Entertainment,9917498344
BILL,Bill.com Holdings,Software,13111701503
BIMI,BIMI International Medical,Machinery,6579359
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,15474353021
BIOC,Biocept,Biotechnology,17092127
BIOL,BIOLASE,Health Care Equipment & Supplies,26371643
BIOR,Biora Therapeutics,Biotechnology,128515655
BIOS,BioPlus Acquisition,Blank Check / SPAC,292513790
BIOT,Biotech Acquisition Company,Blank Check / SPAC,283762509
BIOX,Bioceres Crop Solutions,Food Products,616088060
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,17965295595
BIPC,Brookfield Infrastructure,Gas Utilities,4849536000
BIRD,Allbirds,Apparel Retail,763032958
BITE,Bite Acquisition,Blank Check / SPAC,252297600
BITF,Bitfarms,Capital Markets,266193183
BIVI,BioVie,Biotechnology,61460886
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,9320798141
BJDX,Bluejay Diagnostics,Medical Devices,25088244
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",524096062
BK,Bank of New York Mellon,Capital Markets,34764591103
BKCC,BlackRock Capital Investment,Capital Markets,278614716
BKD,Brookdale Senior Living,Health Care Providers & Services,906449787
BKE,The Buckle,Specialty Retail,1526391542
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",192334783
BKH,Black Hills,Multi-Utilities,4767184828
BKI,Black Knight,IT Services,10122193919
BKKT,Bakkt Holdings,Capital Markets,194942558
BKNG,Booking Holdings,Internet & Direct Marketing Retail,74530347976
BKR,Baker Hughes Company,Energy Equipment & Services,24857499634
BKSC,Bank of South Carolina,Banks,95333832
BKSY,BlackSky Technology,Scientific & Technical Instruments,262853502
BKTI,BK Technologies,Communications Equipment,40812240
BKU,BankUnited,Banks,2958761718
BKYI,BIO-key International,Software,15823621
BL,BlackLine,Software,3799539403
BLBD,Blue Bird,Machinery,314150618
BLBX,Blackboxstocks,Software-Application,16482125
BLCM,Bellicum Pharmaceuticals,Biotechnology,10589880
BLCO,Bausch + Lomb,Medical Instruments & Supplies,5631500273
BLCT,BlueCity Holdings,Internet Content & Information,56949840
BLD,TopBuild,Household Durables,6202562017
BLDE,Blade Air Mobility,Airports & Air Services,376354367
BLDP,Ballard Power Systems,Electrical Equipment,2083568126
BLDR,Builders FirstSource,Building Products,11260757976
BLEU,bleuacacia ltd.,Blank Check / SPAC,338789980
BLFS,BioLife Solutions,Health Care Equipment & Supplies,712482943
BLFY,Blue Foundry Bancorp,Banks-Regional,340558614
BLI,Berkeley Lights,Life Sciences Tools & Services,295045692
BLIN,Bridgeline Digital,Software,14508992
BLK,BlackRock,Capital Markets,96037027261
BLKB,Blackbaud,Software,3023045071
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",1608183413
BLND,Blend Labs,Software-Application,618737280
BLNG,Belong Acquisition,Blank Check / SPAC,191237787
BLNK,Blink Charging Co.,Specialty Retail,939710266
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,13459083
BLRX,BioLineRx,Biotechnology,64645560
BLSA,BCLS Acquisition,Blank Check / SPAC,183454618
BLTE,Belite Bio,Biotechnology,940439519
BLTS,Bright Lights Acquisition,Blank Check / SPAC,283906230
BLU,BELLUS Health,Biotechnology,1128337279
BLUA,BlueRiver Acquisition,Blank Check / SPAC,353984375
BLUE,Bluebird Bio,Biotechnology,327257918
